㔂甘蔗	lân-kam-tsià
肩胛拄肩胛	king-kah-tú-king-kah
肩胛頭	king-kah-thâu
肩胛頭相幔	king-kah-thâu-sio-mua
肩胛骨	king-kah-kut
肩頭	king-thâu
肩頭窟	king-thâu-khut
肯學	khíng-o̍h
肯定	khíng-tīng
肯德基	Khíng-tik-ki
肯讀	khíng-tha̍k
肯食苦	khíng-tsia̍h-khóo
育囝	io-kiánn
育囝母	io-kiánn-bó
育嬰	io̍k-enn
育幼	io̍k-iù
育幼院	io̍k-iù-īnn
育成	io̍k-sîng
育才	io̍k-tsâi
育樂	io̍k-lo̍k
育樂中心	io̍k-lo̍k-tiong-sim
育飼	io-tshī
肺炎	hì-iām
肺疱	hì-phā
肺病	hì-pēnn
肺癆	hì-lô
肺癌	hì-gâm
肺癭	hì-ing
肺癰	hì-ing
肺管	hì-kńg
肺管炎	hì-kńg-iām
肺結核	hì-kiat-hu̍t
肺脹	hì-tiòng
肺脹大	hì-tiòng-tuā
肺腑	hì-hú
肺膜	hì-mo̍oh
肺膜炎	hì-mo̍oh-iām
肺衣炎	hì-ui-iām
肺部	hì-pōo
胃下垂	uī-hā-suî
胃口	uī-kháu
胃慒慒	uī-tso-tso
胃散	uī-sán
胃潰瘍	uī-huè-iông
胃炎	uī-iām
胃癌	uī-gâm
胃腑	ūi-hú
胃腸	uī-tn̂g
胃蘊風	uī-ùn-hong
胃豆	uī-tāu
胃酸	uī-sng
背冊	puē-tsheh
背刺	puē-tshì
背包	puè-pau
背叛	puē-puān
背客	puē-kheh
背影	puè-íng
背後	puè-āu
背心	puè-sim
背景	puè-kíng
背景輻射	puē-kíng-hok-siā
背書	puē-tsu
背條肉	phiann-liâu-bah
背棄	puē-khì
背祖	puē-tsóo
背約	puē-iok
背耳	puē-hī
背離	puē-lī
背面	puè-bīn
背骨	puē-kut
胎孕	thai-īn
胎孕糖尿病	thai-īn-thn̂g-jiō-pēnn
胎屎	the-sái
胎權	thai-kuân
胎毛	the-mn̂g
胎瘤	thai-liû
胎盤	thai-puânn
胎膜	thai-mo̍oh
胎膜取樣	thai-mo̍oh-tshú-iūnn
胎衣	thai-ui
胖床	phòng-tshn̂g
胖椅	phòng-í
胖版	phòng-pán
胖獅獅	phòng-sai-sai
胖皮	phòng-phuê
胖碼	phòng-bé
胖紗	phòng-se
胖肚	phòng-tóo
胖起來	phòng-khí-lâi
胖頭	phòng-thâu
胖風	phòng-hong
胖風飽脹	phòng-hong-pá-tiùnn
胚仔	phue-á
胚命	phe-miā
胚模	phe-bôo
胚盤	phue-puânn
胚胎	phue-thai
胚腹	phe-pak
胛心肉	kah-sim-bah
胛脊	ka-tsiah
胛脊後	ka-tsiah-āu
胛脊骨	ka-tsiah-kut
胞兄	pau-hiann
胞弟	pau-tē
胞胎	pau-thai
胞衣	pau-i
胡仁豆	hôo-lîn-tāu
胡志強	Ôo-tsì-kiông
胡桃	ôo-thô
胡桐	ôo-tông
胡椒	hôo-tsio
胡椒蝦	hôo-tsio-hê
胡椒餅	hôo-tsio-piánn
胡椒鹽	hôo-tsio-iâm
胡溜	hôo-liu
胡為	hôo-uî
胡琴	ôo-khîm
胡脂麻	ôo-tsi-muâ
胡蠅	hôo-sîn
胡蠅屎	hôo-sîn-sái
胡蠅拍	hôo-sîn-phah
胡蠅拑規堆	hôo-sîn-khînn-kui-tui
胡蠅紙	hôo-sîn-tsuá
胡蠅翅	hôo-sîn-si̍t
胡蠅翼	hôo-sîn-si̍t
胡蠅膽	hôo-sîn-tánn
胡蠅草	hôo-sîn-tsháu
胡蠅虎	hôo-sîn-hóo
胡蠅黐	hôo-sîn-thi
胡說	hôo-suat
胡適	Hôo-sik
胡錦濤	Ôo-Gím-tô
胡麻鮸	ôo-muâ-bián
胭脂	ian-tsi
胭脂樹	ian-tsi-tshiū
胭脂米	ian-tsi-bí
胭脂花	ian-tsi-hue
胭脂豆	ian-tsi-tāu
胮箬	hàng-ha̍h
胮腫	hàng-tsíng
胰島素	î-tó-sòo
胳下	koh-ē
胳下櫳	koh-ē-lang
胳下空	koh-ē-khang
胳下胴	koh-ē-tâng
胳下跤	koh-ē-kha
胳空下	koh-khang-ē
胳耳空	koh-hīnn-khang
胸前	hing-tsîng
胸圍	hing-uî
胸坎	hing-khám
胸坎實實	hing-khám-tsa̍t-tsa̍t
胸坎毛	hing-khám-mn̂g
胸坎肉	hing-khám-bah
胸坎膈	hing-khám-keh
胸坎骨	hing-khám-kut
胸懷	hing-huâi
胸掛骨	hing-kuà-kut
胸槽	hing-tsô
胸章	hiong-tsiong
胸罩	hing-tà
胸聲	hing-siann
胸脊骨	hing-tsiah-kut
胸腹	hing-pak
胸膈	hing-keh
胸襟	hing-khim
胸頭	hing-thâu
能事	lîng-sū
能力	lîng-li̍k
能幹	lîng-kàn
能源	lîng-guân
能源危機	lîng-guân-guî-ki
能源局	lîng-guân-kio̍k
能源部	lîng-guân-pōo
能量	lîng-liāng
能量場	lîng-liōng-tiûnn
能隙	lîng-khiah
脂肪	tsí-hông
脅迫	hia̍p-pik
脅骨	hia̍p-kut
脆力	tshè-la̍t
脆命	tshè-miā
脆嘴	tshè-tshuì
脆擺	tshè-pái
脆氣	tshè-khuì
脆片	tshuì-phìnn
脆皮	tshè-phuê
脆雷	tshè-luî
脆風	sau-hong
脆餅	tshè-piánn
脆骨	tshè-kut
脈動	me̍h-tōng
脈搏	me̍h-phok
脈理	me̍h-lí
脈管	me̍h-kóng
脊椎	tsik-tsui
脊椎骨	tsik-tsui-kut
脊翅	tsit-tshì
脫不離	thuat-put-lī
脫五形	thuat-ngóo-hîng
脫仔	thuat-á
脫免	thuat-bián
脫化	thuat-huà
脫售	thuat-siû
脫嘴	thut-tshuì
脫尺	thut-tshē
脫帽	thuat-bō
脫手	thuat-tshiú
脫日子	thuah-li̍t-tsí
脫殼	thǹg-khak
脫氣	thuat-khì
脫水	thuat-tsuí
脫水機	thuat-tsuí-ki
脫班	thuat-pan
脫產	thuat-sán
脫皮	thuat-phuê
脫種	thuat-tsíng
脫稿	thuat-kó
脫窗	thuah-thang
脫箠	thut-tshuê
脫節	thuat-tsiat
脫籍	thuat-tsi̍k
脫線	thuat-suànn
脫罪	thuat-tsuē
脫胎	thu̍t-the
脫脂牛奶	thuat-tsi-gû-ling
脫脂綿	thuat-tsi-mî
脫腳	thut-kha
脫腸	thuat-tn̂g
脫腸頭	thut-tn̂g-thâu
脫臼	thut-khū
脫色	thuat-sik
脫衣舞	thuat-i-bú
脫走	thuat-tsáu
脫走離	thuat-tsáu-lī
脫身	thuat-sin
脫身離	thuat-sin-lī
脫輦	thut-lián
脫輪	thut-lûn
脫退	thuat-thè
脫逃	thuat-tô
脫過	thuah-kuè
脫險	thuat-hiám
脫離	thuat-lī
脫離束縳	thuat-lī-sok-pak
脫離關係	thuat-lī-kuan-hē
脫黨	thuat-tóng
脬囊	pha-lông
脯脯	póo-póo
脯蔫	poo-lian
脰項	tāu-hāng
脹大	tiùnn-tuā
脹屎龜	tiùnn-sái-ku
脹心	tiòng-sim
脹氣	tiòng-khì
脹水	tiùnn-tsuí
脹甲邊	tiùnn-kah-pinn
脹肚	tiòng-tóo
脹膽	tiòng-tám
脹膿	tiùnn-lâng
脹行	tiùnn-hīng
脺臟	tsuī-tsōng
脾土	pî-thóo
脾土袂合	pî-thóo-bē-ha̍h
脾土開	pî-thóo-khui
脾氣	phî-khì
脾疳	pî-kam
脾痛	pî-thiànn
脾胃	pî-uī
脾臟	pî-tsōng
腋下	hia̍p-ē
腌嬰仔	am-inn-á
腌屁	am-puì
腌管蟬	am-kóng-siâm
腌臢	a-tsa
腌蜅蟬	am-pôo-siâm
腌蜚	am-puī
腌蠳	iam-inn
腎上腺	sīn-siōng-sián
腎上腺素	sīn-siōng-sián-sòo
腎囊	sīn-lông
腎子	siān-tsí
腎水	sīn-tsuí
腎水旺	sīn-tsuí-ōng
腎水足	sīn-tsuí-tsiok
腎盂	sīn-û
腎臟	sīn-tsōng
腐化	hú-huà
腐敗	hú-pāi
腐爛	hú-nuā
腐蝕	hú-si̍t
腐蝕性	hú-si̍h-sìng
腐豆	hū-tāu
腔口	khiunn-kháu
腔調	khiunn-tiāu
腕力	uán-li̍k
腥臊	tshenn-tsho
腦下垂體	náu-hā-suî-thé
腦像力	náu-siōng-li̍k
腦充血	náu-tshiong-hiat
腦出血	náu-tshut-hueh
腦力	náu-li̍k
腦囝	náu-kiánn
腦後	náu-āu
腦油	ló-iû
腦波	náu-pho
腦溢血	náu-ik-hiat
腦炎	náu-iām
腦瘤	náu-liû
腦神經	náu-sîn-king
腦積血	náu-tsik-hiat
腦筋	náu-kin
腦筋斷	náu-kin-tuīnn
腦膜炎	náu-mo̍oh-iām
腦貧血	náu-pîn-hiat
腦部	náu-pōo
腦震盪	náu-tsín-tōng
腦頭蓋骨	náu-thâu-kuà-kut
腦髓	náu-tshué
腩肚肉	lám-tóo-bah
腫奶	tsíng-ling
腫瘤	tsíng-liû
腫膿	tsíng-lâng
腫豬頭爿	tsíng-ti-thâu-pîng
腫頷	tsíng-ām
腮嘴邊	sai-tshuì-pinn
腯母	thûn-bó
腯腯	tún-tún
腰內肉	io-lāi-bah
腰包	io-pau
腰囝	io-kiánn
腰子	io-tsí
腰子病	io-tsí-pēnn
腰子石仔	io-tsí-tsio̍h-á
腰子範	io-tsí-huān
腰子結石	io-tsí-kiat-tsio̍h
腰尺	io-tshioh
腰帶	io-tuà
腰斬	io-tsám
腰束	io-sok
腰果	io-kó
腰桶	io-tháng
腰椎骨	io-tsui-kut
腰痠背疼	io-sng-puē-thiànn
腰肚	io-tóo
腰肚帕	io-tōo-phè
腰脊骨	io-tsiah-kut
腰脊骨酸	io-tsiah-kut-sng
腰脺	io-tshioh
腰花	iau-hua
腰身	io-sin
腰際	io-tsè
腰骨	io-kut
腱子肉	kiàn-tsí-bah
腳上腿	kha-tsiūnn-thuí
腳下節	kha-ē-tsat
腳下腿	kha-ē-thuí
腳仔	kha-á
腳仔手	kha-á-tshiú
腳仔爪	kha-á-jiáu
腳仙	kha-sian
腳伐	kha-hua̍h
腳健	kha-kiānn
腳兜	kha-tau
腳刀	kha-to
腳力	kha-la̍t
腳勢	kha-sì
腳勼筋	kha-kiù-kin
腳印	kha-ìn
腳夫	kioh-hu
腳尖	kha-tsiam
腳尾	kha-bué
腳尾冷	kha-bué-líng
腳尾經	kha-bué-king
腳尾飯	kha-bué-pn̄g
腳巾	kha-kin
腳帛	kha-pe̍h
腳底	kha-té
腳底撓	kha-té-ngiau
腳廉	kha-liâm
腳廉刀	kha-liâm-to
腳彎	kha-uan
腳後卵	kha-āu-nn̄g
腳後彎	kha-āu-uan
腳後曲	kha-āu-khiau
腳後筋	kha-āu-kin
腳後肚	kha-āu-tóo
腳後距	kha-āu-kī
腳心	ngī-sim
腳手	kha-tshiú
腳手慢	kha-tshiú-bān
腳手軟	kha-tshiú-nńg
腳扣	kha-khàu
腳指	kha-tsáinn
腳指甲	kha-tsíng-kah
腳指頭	kha-tsíng-thâu
腳掙	kha-tsinn
腳掙踢	kha-tsinn-that
腳接腳	kha-tsiap-kha
腳擋	kha-tòng
腳擋仔	kha-tòng-á
腳擺擺	kha-pái-pái
腳數	kha-siàu
腳數戲	kha-siàu-hì
腳斡入	kha-uat-ji̍p
腳斡彎	kha-uat-uan
腳曲	kha-khiau
腳本	kha-pún
腳枷	kha-kê
腳桶	kha-tháng
腳梢	kha-sau
腳模	kha-bôo
腳步	kha-pōo
腳步手路	kha-pōo-tshiú-lōo
腳母草	kha-bó-tsháu
腳氣	kha-khì
腳氣病	kha-khì-pēnn
腳爪	kha-jiáu
腳爪仔	kha-liáu-á
腳球	kha-kiû
腳球場	kha-kiû-tiûnn
腳疊環	kha-thia̍p-khuân
腳疊盤	kha-thia̍p-phuân
腳疊蜷	kha-thia̍p-khûn
腳痕	kha-hûn
腳癬	kha-sián
腳皮錢	kha-phuê-tsînn
腳盤	kha-puânn
腳目	kha-ba̍k
腳目草	kha-ba̍k-tsháu
腳禁	kha-kìm
腳程	kha-thîng
腳筋	kha-kin
腳筋踃	kha-kin-siau
腳筒骨	kha-tâng-kut
腳節風	kha-tsat-hong
腳綴腳	kha-tuè-kha
腳縫	kha-phāng
腳縫下	kha-phāng-ē
腳繳	kha-kiáu
腳肚	kha-tóo
腳肚仁	kha-tóo-jîn
腳肚肉	kha-tóo-bah
腳肚腱	kha-tóo-kiān
腳肚骨	kha-tóo-kut
腳胴	kha-tâng
腳胴骨	kha-tâng-kut
腳脩	kha-sau
腳腕	kha-uánn
腳腿	kha-thuí
腳臼	kha-khū
腳號	kha-hō
腳蛸	kha-sau
腳蛸仔	kha-sau-á
腳趾甲	kha-tsńg-kah
腳距	kha-kī
腳跡	kha-jiah
腳跡底	kha-tsiah-té
腳踏	kha-ta̍h
腳踏仔	kha-ta̍h-á
腳踏差	kha-ta̍h-tsha
腳踏枋	kha-ta̍h-pang
腳踏椅	kha-ta̍h-í
腳踏石	kha-ta̍h-tsio̍h
腳踏腳	kha-ta̍h-kha
腳踏車	kha-ta̍h-tshia
腳踏錯	kha-ta̍h-tshò
腳蹄	kha-tê
腳蹠	kha-tsioh
腳車藤	kha-tshia-tîn
腳酸	kha-sng
腳錢	kioh-tsînn
腳鐐	kha-liâu
腳頭窩	kha-thâu-u
腳頭窩下	kha-thâu-u-ē
腳頭窩骨	kha-thâu-u-kut
腳頷	kha-kún
腳風	kha-hong
腳馬	kha-bé
腳骨	kha-kut
腳鼻廉	kha-phīnn-liâm
腸仔	tn̂g-á
腸仔炎	tn̂g-á-iām
腸仔熱	tn̂g-á-jia̍t
腸仔病	tn̂g-á-pēnn
腸仔瘍	tn̂g-á-siûnn
腸仔肚	tn̂g-á-tōo
腸仔膜	tn̂g-á-mo̍oh
腸滑	tiông-ku̍t
腸疝	tiông-sàn
腸癰	tiông-ing
腸肚	tn̂g-tōo
腸胃炎	tn̂g-uī-iām
腸頭	tn̂g-thâu
腸骨	tn̂g-kut
腹內	pak-lāi
腹內推	pak-lāi-tshia
腹內疑	pak-lāi-gî
腹內硨	pak-lāi-tshia
腹內肌	pak-lāi-ki
腹地	pak-tē
腹案	pak-àn
腹水	pak-tsuí
腹肌	pak-ki
腹肚	pak-tóo
腹肚內澈澈鬼	pak-tóo-lāi-theh-theh-kuí
腹肚內知知	pak-tóo-lāi-tsai-tsai
腹肚挺挺	pak-tóo-thāinn-thāinn
腹肚桶	pak-tóo-tháng
腹肚痛	pak-tóo-thiànn
腹肚脹	pak-tóo-tiòng
腹肚脹脹	pak-tóo-tiùnn-tiùnn
腹肚邊	pak-tóo-pinn
腹腸	pak-tn̂g
腹腸大	pak-tn̂g-tuā
腹膜炎	pak-mo̍oh-iām
腹臍	pak-tsâi
腹蓋	pak-kuà
腹蓋筋力	pak-kuà-kin-la̍t
腺體	suànn-thé
腿包	thuí-pau
腿庫飯	thuì-khòo-pn̄g
腿肉	thuí-bah
腿股肉	thuí-kóo-bah
腿股頭	thuí-kóo-thâu
腿褲	thuí-khòo
腿輪	thuí-lûn
腿頭	thuí-thâu
腿頭骨	thuí-thâu-kut
膀胱	phông-kong
膁肚	liám-tóo
膃肭	Ut-lut
膈下空	keh-ē-khang
膈肉	keh-bah
膈肌	keh-ki
膈食	keh-si̍t
膋垂	lâ-suē
膏水	ko-tsuí
膏筆	ko-pit
膏膏纏	ko-ko-tînn
膏藥	ko-io̍h
膚淺	hu-tshián
膚疹	hu-tsín
膜壁	mooh-piah
膜拜	mooh-pài
膜脈	mo̍oh-me̍h
膝下	tshik-hā
膝蓋骨	tshik-kài-kut
膠原蛋白	ka-guân-n̄ng-pe̍h
膠囊	ka-lông
膠囊咖啡	ka-lông-ka-pi
膠布	ka-pòo
膠質	ka-tsit
膢人	thīn-lâng
膢人嘍	thīn-lâng-loo
膣屄	tsi-bai
膨丁	phòng-ting
膨價	phòng-kè
膨凹鏡	phòng-nah-kiànn
膨唱	phòng-tshiàng
膨大	phòng-tuā
膨大海	phòng-tāi-hái
膨尾狸	phòng-bué-bâ
膨床	phòng-tshn̂g
膨椅	phòng-í
膨毛管	phòng-mn̂g-kńg
膨沖	phòng-tshìng
膨獅獅	phòng-sai-sai
膨皮	phòng-phuê
膨皰	phòng-phā
膨粉	phòng-hún
膨紗	phòng-se
膨紗刺	phòng-se-tshiah
膨紗衫	phòng-se-sann
膨紗針	phòng-se-tsiam
膨肚	phòng-tōo
膨肚短命	phòng-tōo-té-miā
膨脹	phòng-tiòng
膨脹力	phîng-tiòng-li̍k
膨腿	phòng-thuí
膨裙	phòng-kûn
膨起來	phòng-khí-lâi
膨蹋	phòng-thap
膨鏡	phòng-kiànn
膨面	phòng-bīn
膨風	phòng-hong
膨風仙	phòng-hong-sian
膨風豆	phòng-hong-tāu
膨風龜仔	phòng-hong-ku-á
膨餅	phòng-piánn
膨鼠	phòng-tshí
膩瓤	jī-nn̂g
膩瓤油	jī-nn̂g-iû
膳費	siān-huì
膵臟	tsuī-tsōng
膺任	ing-jīm
膺選	ing-suán
膽力	tám-li̍k
膽固醇	tánn-kòo-sûn
膽在	tánn-tsāi
膽寒	tám-hân
膽手	tám-tshiú
膽敢	tám-kánn
膽智	tám-tì
膽汁	tánn-tsiap
膽淋	tám-lîm
膽漢	tám-hàn
膽略	tám-lia̍k
膽石	tánn-tsio̍h
膽碄	tám-lîm
膽細	tánn-sè
膽結石	tánn-kiat-tsio̍h
膽綠	tánn-li̍k
膽膽	tám-tám
膽訪	tám-hóng
膽量	tám-liāng
膽頭	tánn-thâu
膽頭在	tann-thâu-tsāi
膿水	lâng-tsuí
膿漏目	lâng-lāu-ba̍k
膿瘍	lâng-siûnn
膿血	lâng-hueh
膿頭	lâng-thâu
臆堆	ioh-tui
臆測	ioh-tshik
臆著	ioh-tio̍h
臆謎	ioh-bī
臆謎猜	ioh-bī-tshai
臉孔	bīn-khang
臉面	lián-biān
臊味	tsho-bī
臊菜	tsho-tshài
臍帶	tsâi-tuà
臍疝	tsâi-sàn
臍風	tsâi-hong
臘人	la̍h-jîn
臘日	la̍h-ji̍t
臘月	la̍h-gue̍h
臘油	la̍h-iû
臘物	la̍h-bu̍t
臘盤	la̍h-puânn
臘肉	la̍h-bah
臘腸	la̍h-tshiâng
臘腸樹	la̍h-tshiâng-tshiū
臥房	gōo-pâng
臨安	Lîm-an
臨急	lîm-kip
臨時	lîm-sî
臨時政府	lîm-sî-tsìng-hú
臨時臨曜	lîm-sî-lîm-iāu
臨時臨要	lîm-sî-lîm-iāu
臨時臨陣	lîm-sî-lîm-tsūn
臨沂街	lîm-gî-ke
臨海	Lîm-hái
臨產	lîm-sán
臨當時	liâm-tong-sî
臨盆	lîm-phûn
臨邊	liâm-pinn
臨邊久	liâm-pinn-kú
臨邊時	lîm-pinn-sî
自主	tsū-tsú
自主管理	tsū-tsú-kuán-lí
自以為是	tsū-í-uî-sī
自任	tsū-jīm
自作	tsū-tsok
自作多情	tsū-tsok-to-tsîng
自作孽	tsū-tsok-gia̍t
自作自專	tsū-tsok-tsū-tsuan
自來	tsū-lâi
自來水	tsū-lâi-tsuí
自來火	tsū-lâi-hué
自保	tsū-pó
自信	tsū-sìn
自信心	tsū-sìn-sim
自修	tsū-siu
自備	tsū-pī
自傲	tsū-ngōo
自傳	tsū-tuān
自制	tsū-tsè
自剾	tsū-khau
自力	tsū-li̍k
自助	tsū-tsōo
自助餐	tsū-tsōo-tshan
自動	tsū-tōng
自動化	tsū-tōng-huà
自動櫃台機	tsū-tōng-kuī-tâi-ki
自動櫃員機	tsū-tōng-kuī-uân-ki
自動車	tsū-tōng-tshia
自動鉛筆	tsū-tōng-iân-pit
自動鎖	tsū-tōng-só
自動領錢機仔	tsū-tōng-niá-tsînn-ki-á
自卑	tsū-pi
自卑感	tsū-pi-kám
自古	tsū-kóo
自古早	tsū-kóo-tsá
自古無	tsū-kóo-bô
自嘲	tsū-tau
自在	tsū-tsāi
自大	tsū-tāi
自如	tsū-jî
自娛	tsū-gû
自學	tsū-ha̍k
自家人	tsū-ka-lâng
自家用	tsū-ka-iōng
自家用的	tsū-ka-iōng-ê
自專	tsū-tsuan
自尊	tsū-tsun
自尊心	tsū-tsun-sim
自居	tsū-ki
自己	tsū-kí
自幼	tsū-iù
自底	tsū-té
自建	tsū-kiàn
自強	tsū-kiông
自彼陣	tsū-hit-tsūn
自律	tsū-lu̍t
自得	tsū-tit
自從	tsū-tsiông
自愛	tsū-ài
自慰	tsū-uì
自應	tsū-ìng
自我介紹	tsū-ngóo-kài-siāu
自我安慰	tsū-ngóo-an-uì
自我實現	tsū-ngóo-si̍t-hiān
自投羅網	tsū-tâu-lô-bāng
自拔	tsū-pua̍t
自持	tsū-tshî
自按呢	tsū-án-ne
自揣死路	tsū-tshuē-sí-lōo
自撰	tsū-tsuān
自救	tsū-kiù
自新	tsū-sin
自斷	tsū-tuàn
自早	tsū-tsá
自是	tsū-sī
自暴自棄	tsū-pō-tsū-khì
自有	tsū-iú
自本	tsū-pún
自樂岫	tsū-lo̍k-siū
自此	tsū-tshú
自殺	tsū-sat
自民黨	Tsū-bîn-tóng
自決	tsū-kuat
自治	tsū-tī
自治區	tsū-tī-khu
自治權	tsū-tī-kuân
自治法	tsū-tī-huat
自治縣	tsū-tī-kuān
自治體	tsū-tī-thé
自滿	tsū-buán
自焚	tsū-hûn
自然	tsū-jiân
自然人	tsū-jiân-jîn
自然界	tsū-jiân-kài
自然的	tsū-jiân-ti̍k
自營商	tsū-îng-siong
自理	tsū-lí
自用	tsū-iōng
自用車	tsū-iōng-tshia
自由	tsū-iû
自由之戰	Tsū-iû-tsi-tsiàn
自由化	tsū-iû-huà
自由單字元	tsū-iû-tan-jī-guân
自由座	tsū-iû-tsō
自由廣場	Tsīr-iû-kóng-tiûnn
自由式	tsū-iû-sik
自由日	tsū-iû-ji̍t
自由時報	Tsū-iû-sî-pōo
自由業	tsū-iû-gia̍p
自由派	tsū-iû-phài
自由球	tsū-iû-kiû
自由自在	tsū-iû-tsū-tsāi
自由車	tsū-iû-tshia
自當	tsū-tong
自發	tsū-huat
自發性	tsū-huat-sìng
自白	tsū-pe̍h
自白書	tsū-pi̍k-su
自盡	tsū-tsīn
自相矛盾	tsū-siong-mâu-tún
自省	tsū-síng
自知	tsū-ti
自私	tsū-su
自稱	tsū-tshing
自立	tsū-li̍p
自細	tsū-sè
自細漢	tsū-sè-hàn
自細漢甲大漢	tsū-sè-hàn-kah-tuā-hàn
自組	tsū-tsoo
自給	tsū-kip
自縊	tsū-è
自習	tsū-si̍p
自翕	tsū-hip
自耕農	tsū-king-lông
自肥	tsū-huî
自苦	tsū-khóo
自衛	tsū-uē
自衛隊	tsū-uē-tuī
自製	tsū-tsè
自覺	tsū-kak
自設	tsū-siat
自許	tsū-hí
自訴	tsū-sòo
自誇	tsū-khua
自認	tsū-jīn
自豪	tsū-hô
自負	tsū-hū
自販機	tsū-huàn-ki
自責	tsū-tsik
自費	tsū-huì
自身難保	tsū-sin-lân-pó
自輦車	tsū-lián-tshia
自輪車	tsū-lián-tshia
自轉	tsū-tsuán
自轉車	tsū-tsuán-tshia
自遮	tsū-tsia
自重	tsū-tiōng
自閉	tsū-pì
自閉症	tsū-pì-tsìng
自開始	tsū-khai-sí
自開誇	tsū-khai-kho
自頭	tsū-thâu
自願	tsū-guān
自首	tsū-siú
自高	tsū-ko
臭七仔	tshàu-tshit-á
臭丸	tshàu-uân
臭人	tshàu-lâng
臭凋味	tshàu-ta-bī
臭凋庀	tshàu-ta-phí
臭凋色	tshàu-ta-sik
臭名	tshàu-miâ
臭名聲	tshàu-miâ-siann
臭名臭聲	tshàu-miâ-tshàu-siann
臭味	tshàu-bī
臭啣啣	tshàu-kānn-kānn
臭喙	tshàu-tshuì
臭喙邊	tshàu-tshuì-pinn
臭喙𦜆	tshàu-tshuì-ham
臭嘴	tshàu-tshuì
臭嘴角	tshàu-tshuì-kak
臭嘴邊	tshàu-tshuì-pinn
臭嘴頷	tshàu-tshuì-ham
臭土	tshàu-thôo
臭土味	tshàu-thôo-bī
臭奶呆	tshàu-ling-tai
臭奶獃	tshàu-ni-tai
臭奶花	Tshàu-ling-hue
臭婆	tshàu-pô
臭婊	tshàu-piáu
臭小囝	tshàu-sió-kiánn
臭尿味	tshàu-jiō-bī
臭尿破	tshàu-jiō-phuà
臭尿羶	tshàu-jiō-hiàn
臭尿薟	tshàu-jiō-hiam
臭屁	tshàu-phuì
臭屁囡仔	tshàu-phuì-gín-á
臭屎星	tshàu-sái-tshenn
臭屎楠	tshàu-sái-lâm
臭屎瓜	tshàu-sái-kue
臭川芎	tshàu-tshuan-kiong
臭彈	tshàu-tuānn
臭彈仙	tshàu-tuānn-sian
臭心想	tshàu-sim-siūnn
臭心肝	tshàu-sim-kuann
臭心行	tshàu-sim-hīng
臭憚	tshàu-tuānn
臭揚	tshàu-iāng
臭早死	tshàu-tsá-sí
臭杉味	tshàu-sam-bī
臭杏	tshàu-hīng
臭柑吐籠	tshàu-kam-thòo-láng
臭柑𪐞籠	tshàu-kam-tòo-láng
臭查某	tshàu-tsa-bóo
臭柴	tshàu-tshâ
臭柿子	tshàu-khī-á
臭椿	tshàu-tshun
臭樟	tshàu-tsiunn
臭殕米	tshàu-phú-bí
臭殕茶	tshàu-phú-tê
臭殕話	tshàu-phú-uē
臭殕面	tshàu-phú-bīn
臭毛毛	tshàu-moo-moo
臭氣	tshàu-khì
臭氧	tshàu-iâng
臭氧層	tshàu-iâng-tsân
臭水	Tshàu-tsuí
臭水庄	Tshàu-tsuí-tsng
臭汗酸	tshàu-kuānn-sng
臭汗餿	tshàu-kuānn-sio̍h
臭油	tshàu-iû
臭油味	tshàu-iû-bī
臭油埃	tshàu-iû-ai
臭油埃味	tshàu-iû-ai-bī
臭油餲	tshàu-iû-ai
臭液	tshàu-sio̍h
臭液話抾起來餾	tshàu-sio̍h-uē-khioh-khí-lâi-liū
臭溝仔	tshàu-kau-á
臭溝糜	tshàu-kau-muâi
臭濁	tshàu-tso̍k
臭火咯	tshàu-hué-loo
臭火氣	tshàu-hué-khì
臭火烙	tshàu-hué-lō
臭火焦	tshàu-hué-ta
臭火燒	tshàu-hué-sio
臭火燻	tshàu-hué-hun
臭焦兼著火	tshàu-ta-kiam-tio̍h-hué
臭焦疕	tshàu-ta-phí
臭焦補無熟	tshàu-ta-póo-bô-si̍k
臭爛	tshàu-nuā
臭狗蘇	tshàu-káu-soo
臭瓜	tshàu-kue
臭生荒	tshàu-tshenn-hng
臭生驚	tshàu-tshenn-kiann
臭疑	tshàu-gî
臭皮囊	tshàu-phuê-lông
臭短命	tshàu-té-miā
臭破味	tshàu-phuà-bī
臭空	tshàu-khang
臭空仔	tshàu-khang-á
臭笨	tshàu-pūn
臭素	tshàu-sòo
臭羊羶	tshàu-iûnn-hiàn
臭羶味	tshàu-hiàn-bī
臭羶猫	tshàu-hiàn-bâ
臭羶貓	tshàu-hiàn-niau
臭老	tshàu-lāu
臭耳聾	tshàu-hīnn-lâng
臭耳聾的	tshàu-hī-lâng-ê
臭聾	tshàu-lâng
臭肉	tshàu-bah
臭肉魚	tshàu-bah-hî
臭肚魚	tshàu-tōo-hî
臭肥	tshàu-puî
臭腥	tshàu-tshenn
臭腥仔	tshàu-tshènn-á
臭腥公	tshàu-tshènn-kong
臭腥母	tshàu-tshènn-bó
臭腥藤	tshàu-tshènn-tîn
臭腥龜	tshàu-tshènn-ku
臭腥龜仔	tshàu-tshènn/tshìnn-ku-á
臭腳餿	tshàu-kha-sio̍h
臭腹內	tshàu-pak-lāi
臭膣屄	tshàu-tsi-bai
臭臊	tshàu-tsho
臭臊味	tshàu-tsho-bī
臭臊神	tshàu-tsho-sîn
